category,d_description_en,source
2_professional_services,Temporary help services -temporary help services - professional services - program administration - advanced,classifier
2_professional_services,Temporary help services – office support – desktop publishing/graphics - advanced,classifier
2_professional_services,Temporary help services – office support – desktop publishing/graphics - intermediate,classifier
2_professional_services,Temporary help services (office support clerk) required for transport canada in abbotsford british columbia,classifier
2_professional_services,"Temporary help services acquired for general office help, secretarial, stenographic, technical or other temporary help, etc.",manual
2_professional_services,Temporary help services general office help administrative services,classifier
2_professional_services,Temporary help services senior administrative services,classifier
2_professional_services,"Temporary help services, general office support",manual
2_professional_services,"Temporary help, n.e.s.",manual
6_industrial_products_and_services,"Tent (shelter),nbc",classifier
6_industrial_products_and_services,"Tent, fabric, large, portable, shelter",classifier
6_industrial_products_and_services,Tents,classifier
6_industrial_products_and_services,Tents and tarpaulins,manual
6_industrial_products_and_services,Tents and tarpaulins - rental,classifier
6_industrial_products_and_services,"Tents and tarpaulins, repairs",manual
6_industrial_products_and_services,"Tents, canvas/nylon, n.e.s.",classifier
6_industrial_products_and_services,"Tents, military, canvas sections",classifier
6_industrial_products_and_services,"Tents, military, frame tubing",classifier
6_industrial_products_and_services,"Tents, modular, field service",classifier
6_industrial_products_and_services,"Tents, multiple occupancy",classifier
1_facilities_and_construction,"Terminal strips, electrical",classifier
3_information_technology,"Terminals, display, intelligent",classifier
3_information_technology,"Terminals, display, non-intelligent",manual
3_information_technology,"Terminals, plasma display, except edp",classifier
3_information_technology,"Terminals, telephone and telegraph equipment, special design",classifier
3_information_technology,"Terminals, telephone telegraph equipment miscellaneous",classifier
3_information_technology,Terminotix hosting services - amd 001,manual
3_information_technology,Terminotix hosting services - amd 003,manual
6_industrial_products_and_services,Test equipment and inspection gages,manual
6_industrial_products_and_services,"Test equipment, aircraft instruments n.e.s.",classifier
6_industrial_products_and_services,"Test equipment, instruments and components",classifier
6_industrial_products_and_services,Test kits,manual
6_industrial_products_and_services,"Test kits, diagnostic reagents",classifier
6_industrial_products_and_services,"Test sets, electronic test equipment (see also analyzers, electronic test equipment)",classifier
6_industrial_products_and_services,"Test sets, voice band",classifier
6_industrial_products_and_services,Test strips and colour chart,classifier
5_transportation_and_logistics,"Tester, pilot and static systems, aircraft maintenance",classifier
6_industrial_products_and_services,Testers,classifier
6_industrial_products_and_services,"Testers, automotive equipment",classifier
6_industrial_products_and_services,"Testers, brake, motor vehicle",classifier
6_industrial_products_and_services,"Testers, cable tensiometer",classifier
5_transportation_and_logistics,"Testers, diesel fuel injection",classifier
6_industrial_products_and_services,"Testers, impact",classifier
6_industrial_products_and_services,"Testers, material hardness",classifier
6_industrial_products_and_services,"Testers, material strength",classifier
6_industrial_products_and_services,"Testers, motor, universal diagnosis",classifier
6_industrial_products_and_services,"Testers, spark plug",classifier
6_industrial_products_and_services,"Testers, torque tension",classifier
6_industrial_products_and_services,"Testers, vacuum and fuel pump",classifier
6_industrial_products_and_services,"Testers,miscellaneous",classifier
1_facilities_and_construction,Testing and inspection- geotechnical/subsurface,classifier
6_industrial_products_and_services,"Testing equipment, non-destructive",classifier
6_industrial_products_and_services,Testing machines,classifier
6_industrial_products_and_services,"Testing machines, gear, (universal)",classifier
6_industrial_products_and_services,"Testing machines, vibration",classifier
1_facilities_and_construction,"Texel, road surfacing material (textile)",classifier
6_industrial_products_and_services,Textile fabrics,manual
6_industrial_products_and_services,Textile industries machinery,classifier
6_industrial_products_and_services,Textiles industries machinery,classifier
1_facilities_and_construction,"The survey and removal of runway obstacles at transport canada runways 11-29, 16-34, and 08-26",classifier
2_professional_services,The wire report is the leading news service covering canada's rapidly converging telecom and media sectors.,manual
3_information_technology,Theatrical equipment and supplies,classifier
3_information_technology,"Themis support, technical architect (proservices)",manual
3_information_technology,"Thermal analysis systems, includes thermogravimetric analyser (tga) - differential thermal analyser (dta) - thermo mechanical analyser (tma) - diffenential scanning calorimeter (dsc)",classifier
6_industrial_products_and_services,Thermal transfer or cold/hot packs,classifier
6_industrial_products_and_services,"Thermometers, indicating, gas type",classifier
6_industrial_products_and_services,Thermovision and thermographic equipment,manual
2_professional_services,This multi-year fixed-term agreement was competitively sourced for the services of agents to conduct prosecutions on behalf of the dpp,manual
6_industrial_products_and_services,"Threading machines, pipe and bolt",classifier
2_professional_services,Threat and risk assessment services,manual
2_professional_services,Threat risk assessments - base building,manual
2_professional_services,"Ths - economics, senior level",manual
2_professional_services,Ths - finance clerk - senior,manual
2_professional_services,Ths - materiel management (intermediate),manual
2_professional_services,"Ths - program and advisory services, statistics, senior level",manual
10_office_management,"Tickets, printed (various)",classifier
1_facilities_and_construction,"Tile contractors, vinyl and linoleum",classifier
1_facilities_and_construction,"Tile, floor and wall",classifier
1_facilities_and_construction,"Tile, terrazzo and marble",classifier
1_facilities_and_construction,"Tiles, bricks and blocks",manual
1_facilities_and_construction,"Tiles, bricks and blocks - repair",classifier
1_facilities_and_construction,"Tiles, bricks, and blocks",classifier
1_facilities_and_construction,"Tiles, floor and wall, ceramic",classifier
1_facilities_and_construction,"Tiles, rubber (floor)",classifier
1_facilities_and_construction,"Tiles, vinyl resin (floor)",classifier
3_information_technology,"Time code (edit code) generator/reader, video",classifier
9_human_capital,Time management training courses,classifier
6_industrial_products_and_services,Time measuring instruments,classifier
6_industrial_products_and_services,"Timers, electronic for measuring elapsed time",classifier
5_transportation_and_logistics,Tire fill,classifier
5_transportation_and_logistics,Tire rebuilding and tire and tube repair materials,classifier
5_transportation_and_logistics,Tire removal safety equipment,classifier
5_transportation_and_logistics,"Tires and tires, pneumatic, except aircraft",classifier
5_transportation_and_logistics,"Tires and tubes, pneumatic, aircraft",manual
5_transportation_and_logistics,"Tires and tubes, pneumatic, except aircraft",manual
5_transportation_and_logistics,"Tires and tubes, pneumatic, except aircraft - repair",classifier
5_transportation_and_logistics,"Tires, solid and cushion",manual
4_medical,Tissue processing system,classifier
3_information_technology,Tj5 phishbusters program,manual
3_information_technology,To provide it and network support,classifier
2_professional_services,To provide legal opinions to the rules committee,manual
2_professional_services,"To provide simultaneous wire services in french and englishfrom news releases, media advisories, information sheets, etc.",manual
5_transportation_and_logistics,"Toboggan, cargo",classifier
1_facilities_and_construction,"Toilet soap, shaving preparations, and dentifrices",manual
1_facilities_and_construction,"Toilet, electric/gas, sanitation - rental",classifier
1_facilities_and_construction,Toiletry paper products,manual
10_office_management,"Toner, cartridge, for laser printer - new",classifier
10_office_management,"Toner, cartridge, virgin, for various types of printers and facsimile machines",manual
6_industrial_products_and_services,Tool and hardware boxes,classifier
6_industrial_products_and_services,"Tool box portable, metal",manual
6_industrial_products_and_services,"Tool box, portable",manual
5_transportation_and_logistics,"Tool kit, automotic mechanics",classifier
5_transportation_and_logistics,"Tool kit, body and fender repair",classifier
1_facilities_and_construction,"Tool kit, electricians",classifier
1_facilities_and_construction,Tools & general workshop eqp (op athena kabul ),classifier
6_industrial_products_and_services,Tools & implements,manual
6_industrial_products_and_services,Tools and attachments for woodworking machinery,classifier
6_industrial_products_and_services,Tools and attachments for woodworking machinery - rental,manual
6_industrial_products_and_services,Tools and hardware boxes,manual
6_industrial_products_and_services,Tools and implements,manual
6_industrial_products_and_services,"Tools, and implements",manual
6_industrial_products_and_services,"Tools, cutting and forming",classifier
6_industrial_products_and_services,"Tools, linesmen",classifier
2_professional_services,"Topographic maps, charts and geodetic products",classifier
2_professional_services,Topography services,manual
2_professional_services,"Topography, topo svy",classifier
6_industrial_products_and_services,"Torches, cutting",classifier
11_defence,"Torpedos and components, explosive",classifier
11_defence,"Torpedos and components, inert",manual
5_transportation_and_logistics,Torque converters and speed changers,manual
5_transportation_and_logistics,Torque converters and speed changers - repair,classifier
3_information_technology,Toshiba portege laptop,manual
3_information_technology,Toshiba tecra laptops,manual
3_information_technology,Touch screens and hardware,manual
2_professional_services,Tour guides,classifier
10_office_management,Towel,manual
10_office_management,"Towel, bath/hand",classifier
10_office_management,"Towel, bath/hand, cotton (79/2)",classifier
10_office_management,"Towel, paper",classifier
5_transportation_and_logistics,Towing and tugboat services,manual
4_medical,Toxic substances support services,manual
6_industrial_products_and_services,Toys and games,classifier
6_industrial_products_and_services,Trace element chemistry (r&d),classifier
6_industrial_products_and_services,Tracer controls for machine tools,classifier
5_transportation_and_logistics,"Track and track components, for tracked and wheeled vehicles, except ground effect and armoured fighting vehicles",classifier
1_facilities_and_construction,"Track materials, railroad",classifier
5_transportation_and_logistics,"Track shoe maintenance equipment, armoured fighting vehicle",classifier
5_transportation_and_logistics,"Tracked vehicle, all terrain, low ground pressure",classifier
5_transportation_and_logistics,"Tracked vehicle, firefighting",manual
5_transportation_and_logistics,Tracked vehicles (snowmobile),classifier
1_facilities_and_construction,"Tract materials, railroad - repair",classifier
5_transportation_and_logistics,Tractor repair,manual
1_facilities_and_construction,"Tractor, wheeled, 4 x 2 with backhoe/loader",classifier
5_transportation_and_logistics,"Tractor, wheeled, agricultural, 2 wheel drive",manual
5_transportation_and_logistics,"Tractor, wheeled, agricultural, 4 wheel drive",classifier
5_transportation_and_logistics,"Tractor, wheeled, industrial with or without attachments",classifier
5_transportation_and_logistics,Tractors,classifier
5_transportation_and_logistics,Tractors wheeled - rental,manual
5_transportation_and_logistics,Tractors wheeled - repair and overhaul,manual
5_transportation_and_logistics,"Tractors, full-track, low speed",classifier
5_transportation_and_logistics,"Tractors, full-track, low speed - rental",classifier
5_transportation_and_logistics,"Tractors, full-track, low speed - repair and overhaul",classifier
5_transportation_and_logistics,"Tractors, full track, low speed",classifier
1_facilities_and_construction,"Tractors, gardening",classifier
1_facilities_and_construction,"Tractors, track laying, high speed - repair",classifier
5_transportation_and_logistics,"Tractors, wheeled",manual
5_transportation_and_logistics,"Tractors, wheeled, aircraft towing",manual
1_facilities_and_construction,Tradesman and special tasks tools,manual
1_facilities_and_construction,Traffic and transit signal systems,manual
1_facilities_and_construction,Traffic and transit signal systems - repair,classifier
1_facilities_and_construction,Traffic line marking,manual
1_facilities_and_construction,Traffic signs,manual
5_transportation_and_logistics,"Trailer, auto",classifier
5_transportation_and_logistics,"Trailer, boat",classifier
5_transportation_and_logistics,"Trailer, cable reel",classifier
5_transportation_and_logistics,"Trailer, cargo van",classifier
5_transportation_and_logistics,"Trailer, dump",classifier
5_transportation_and_logistics,"Trailer, fire pumper",classifier
5_transportation_and_logistics,"Trailer, fuel service",classifier
5_transportation_and_logistics,"Trailer, house",classifier
5_transportation_and_logistics,"Trailer, house - rental",classifier
5_transportation_and_logistics,"Trailer, light, 5th wheel",classifier
5_transportation_and_logistics,"Trailer, low bed",classifier
5_transportation_and_logistics,"Trailer, low bed - rental",classifier
5_transportation_and_logistics,"Trailer, snowmobile",classifier
5_transportation_and_logistics,"Trailer, specially equipped",manual
5_transportation_and_logistics,"Trailer, tank",classifier
5_transportation_and_logistics,"Trailer, tilt deck",manual
5_transportation_and_logistics,"Trailer, travel",classifier
5_transportation_and_logistics,"Trailer, utility",classifier
5_transportation_and_logistics,Trailers,manual
5_transportation_and_logistics,Trailers - leasing,classifier
5_transportation_and_logistics,Trailers - rental,manual
5_transportation_and_logistics,Trailers - repair,manual
5_transportation_and_logistics,Trailers (military pattern only),classifier
5_transportation_and_logistics,"Trailers, boat moving",classifier
5_transportation_and_logistics,"Trailers, repairs and service",classifier
5_transportation_and_logistics,"Trainers, aircraft",classifier
5_transportation_and_logistics,"Trainers, automatic flight control system, aircraft",classifier
5_transportation_and_logistics,"Trainers, ship control unit",classifier
9_human_capital,Training,manual
9_human_capital,Training- simulator,manual
9_human_capital,Training - open source research internet training,manual
5_transportation_and_logistics,Training aids,manual
5_transportation_and_logistics,Training aids - operation & maintenance,classifier
5_transportation_and_logistics,Training aids - rental,manual
5_transportation_and_logistics,Training aids - repair,manual
5_transportation_and_logistics,"Training aids aerospace, marine and electronic systems",classifier
5_transportation_and_logistics,Training aids and devices - rental,classifier
11_defence,Training aids armament,classifier
4_medical,"Training aids human skeletons, mannequins, anotomical/medical training aids",classifier
11_defence,"Training aids, (applicable to military vehicles except aircraft",classifier
11_defence,"Training aids, (applicable to military vehicles except aircraft and electronics)",classifier
5_transportation_and_logistics,"Training aids, aeronautical",manual
5_transportation_and_logistics,"Training aids, aircraft (except electrical and electronic) - rep",classifier
5_transportation_and_logistics,"Training aids, aircraft systems - combining two or more systems in one training aid",classifier
5_transportation_and_logistics,"Training aids, aircraft, hydraulic system",classifier
5_transportation_and_logistics,"Training aids, aircraft, n.e.s.",classifier
1_facilities_and_construction,"Training aids, electronic laboratory, classroom",classifier
5_transportation_and_logistics,"Training aids, electronic navigational",classifier
5_transportation_and_logistics,"Training aids, electronic, hydraulic system",classifier
5_transportation_and_logistics,"Training aids, electronic, n.e.s.",classifier
5_transportation_and_logistics,"Training aids, electronic, vehicle",classifier
9_human_capital,Training analysis and design courses,manual
9_human_capital,Training and curriculum development,manual
9_human_capital,Training and development courses,classifier
9_human_capital,Training and educational services,manual
9_human_capital,Training consltnts,classifier
9_human_capital,Training consultant,manual
9_human_capital,Training consultant (specify) - training and educational services,classifier
9_human_capital,Training consultants,manual
9_human_capital,Training consultants - atip consultant,manual
9_human_capital,Training consultants - behavioural science training,manual
9_human_capital,Training consultants - coaching skills for leadership team,classifier
9_human_capital,Training consultants - consulting services for the delivery of a safety course,classifier
9_human_capital,Training consultants - cylinder requalification training,classifier
9_human_capital,Training consultants - develop and design an e-learning module,classifier
9_human_capital,Training consultants - development of a multimodal regulatory law enforcement core learning continuum,classifier
9_human_capital,Training consultants - federal hazardous materials regulations (title 49) and international maritime dangerous goods code training,classifier
9_human_capital,Training consultants - for the delivery of course (advanced techniques for hr advisors and assistants),classifier
9_human_capital,Training consultants - french / /english group language training,classifier
9_human_capital,Training consultants - french language courses,classifier
9_human_capital,Training consultants - french language training,classifier
9_human_capital,Training consultants - french language training.,classifier
9_human_capital,Training consultants - group language training,classifier
9_human_capital,Training consultants - implementing the framework training auditors,classifier
9_human_capital,Training consultants - individual english coaching services,manual
9_human_capital,Training consultants - inspector education and public awareness,classifier
9_human_capital,Training consultants - iso 9001:2008 lead auditor - onsite training,classifier
9_human_capital,Training consultants - language training (english) for an employee,classifier
9_human_capital,Training consultants - language training (english) for employees,classifier
9_human_capital,Training consultants - language training group,classifier
9_human_capital,Training consultants - lean training,manual
9_human_capital,Training consultants - lng as fuel and carrying lng as cargo training,classifier
9_human_capital,Training consultants - management and communications training,manual
9_human_capital,Training consultants - marine safety course modules conversion,classifier
9_human_capital,Training consultants - mental health and first aid training,manual
9_human_capital,Training consultants - performance based navigation ii,classifier
9_human_capital,Training consultants - pilot flight training,classifier
9_human_capital,Training consultants - presentation skills,classifier
9_human_capital,Training consultants - problem solving workshop,classifier
9_human_capital,Training consultants - project administrator for elearning materials,manual
9_human_capital,Training consultants - project management training,classifier
9_human_capital,Training consultants - provide personalized coaching,classifier
9_human_capital,Training consultants - provide professional training services on change management and leadership development,manual
9_human_capital,"Training consultants - provide strategic advice and assistance in connection with the design, facilitation and evaluation of a senior management discussion",classifier
9_human_capital,Training consultants - re-certification of pilots,classifier
9_human_capital,Training consultants - social media monitoring,manual
9_human_capital,Training consultants - to deliver training,classifier
9_human_capital,Training consultants - to develop & deliver training course on aerial observation of oil at sea to the nasp crews,classifier
9_human_capital,Training consultants - training - performance based navigation,classifier
9_human_capital,Training consultants - training and snow removal plan,classifier
9_human_capital,Training consultants - training on aerial observation of oil at sea,classifier
9_human_capital,Training consultants - training on financial and project management,manual
9_human_capital,"Training consultants - training workshop session on ""the craft of writing for a minister""",classifier
9_human_capital,Training consultants - tuition fees & csts of attending c crs incl seminars not elsewhere spc,classifier
9_human_capital,Training consultants - workplace safety and prevention services,manual
9_human_capital,Training consultants - workshop - managing time and priorities,classifier
9_human_capital,Training consultants (ee diversity training consultants),manual
9_human_capital,Training consultants (specify),manual
9_human_capital,Training consultants (specify) – training and educational services,classifier
9_human_capital,Training consultants (workshop & seminars),classifier
9_human_capital,Training consultants fees & expenses,manual
9_human_capital,Training consultants language training services,classifier
9_human_capital,"Training consultants services acquired from training consultants, including teachers and instructors on a contract basis by government training institutions for public servants.",manual
9_human_capital,Training course/workshop: difficult conversations,manual
9_human_capital,Training design,manual
9_human_capital,Training for coaching and leadership,classifier
9_human_capital,Training instructor,manual
9_human_capital,Training services for asp.net mvc angular js and bootstrap,manual
9_human_capital,Training services generally,classifier
9_human_capital,Training subscription,manual
9_human_capital,Training vouchers - it,manual
2_professional_services,Transcription of live events,classifier
2_professional_services,Transcription service - winnipeg,manual
2_professional_services,Transcription services,manual
6_industrial_products_and_services,"Transducers, hydrophones",classifier
6_industrial_products_and_services,"Transducers, test",classifier
5_transportation_and_logistics,"Transfer cases/gearboxes, final drive assembly, armoured fighting vehicle, s.m.p.",classifier
1_facilities_and_construction,"Transformers, distribution and power station",classifier
1_facilities_and_construction,"Transformers, distribution and power station - repair",manual
1_facilities_and_construction,"Transformers, distribution and power station, over 1 kva - repair and overhaul",classifier
1_facilities_and_construction,"Transformers, distribution, three-phase, dry type, over 1 kva",classifier
1_facilities_and_construction,"Transformers, distribution, three-phase, oil filled, over 1 kva",classifier
1_facilities_and_construction,"Transformers, distribution, three phase",classifier
1_facilities_and_construction,"Transformers, electrical, over 1kva",classifier
1_facilities_and_construction,"Transformers, power, single phase",classifier
1_facilities_and_construction,"Transformers, power, three-phase, oil filled, over 1 kva",classifier
1_facilities_and_construction,"Transformers, power, three phase",classifier
1_facilities_and_construction,"Transformers, unit substation, single-phase, oil filled, over 1 kva",classifier
1_facilities_and_construction,"Transformers,distribution and power station - rental",manual
1_facilities_and_construction,Transformers: distribution and power station,manual
5_transportation_and_logistics,"Transits, levels, tripods",classifier
2_professional_services,Transl. Serv. - operating expenses,manual
2_professional_services,Transl. Serv. / Operating expenses,manual
2_professional_services,Translation & revision services,manual
2_professional_services,Translation and revision services,manual
2_professional_services,Translation service for annual report,manual
2_professional_services,Translation services,manual
2_professional_services,Translation services - various internal and external documents,manual
2_professional_services,Translation services services for language translation.,manual
2_professional_services,Translation/revision services,manual
2_professional_services,Translation/revision services - call-up,manual
6_industrial_products_and_services,Transmission impairment measuring set,classifier
6_industrial_products_and_services,Transmissometer (all types),classifier
6_industrial_products_and_services,Transmitter,classifier
6_industrial_products_and_services,"Transmitter, pressure",classifier
5_transportation_and_logistics,Transp of things not elsewhere spc,classifier
5_transportation_and_logistics,Transponders navigation equipment (airborne),classifier
5_transportation_and_logistics,"Transport and storage items, tools",manual
5_transportation_and_logistics,"Transport vessels, passenger and troop",classifier
5_transportation_and_logistics,Transportation,manual
5_transportation_and_logistics,"Transportation - delivery of loaders and blowers to sept-îles, natashquan and chevery airports",classifier
5_transportation_and_logistics,Transportation - delivery of loaders to airoports of eastmain and wemindji,classifier
5_transportation_and_logistics,Transportation (r&d),manual
5_transportation_and_logistics,Transportation and charters,manual
5_transportation_and_logistics,Transportation modal (r & d),classifier
5_transportation_and_logistics,Transportation not elsewhere specified,manual
5_transportation_and_logistics,Transportation of things,manual
5_transportation_and_logistics,Transportation of things not elsewhere sp,classifier
5_transportation_and_logistics,Transportation of things not elsewhere spcecified,manual
5_transportation_and_logistics,Transportation of things not elsewhere specified,manual
5_transportation_and_logistics,Transportation of things not elsewhere specified (,manual
5_transportation_and_logistics,Transportation service - armoured vehicles,classifier
5_transportation_and_logistics,Transportation services,manual
5_transportation_and_logistics,Transportation services - bush,classifier
5_transportation_and_logistics,Transportation services - fighter and trainer aircraft only,classifier
5_transportation_and_logistics,Transportation services - hazardous wastes,classifier
5_transportation_and_logistics,Transportation services - helicopter and aircraft,classifier
5_transportation_and_logistics,Transportation services - helicopter and charter,classifier
5_transportation_and_logistics,"Transportation services, n.e.s.",classifier
5_transportation_and_logistics,"Transportation services, not elsewhere specified",manual
5_transportation_and_logistics,Transpotation services,manual
5_transportation_and_logistics,"Traps, steam (except marine)",classifier
1_facilities_and_construction,Trash or garbage collection services,classifier
1_facilities_and_construction,Trash/garbage collection services,manual
7_travel,Trav - pub serv,classifier
7_travel,"Travel expenditures of non-public servants which support the departments' operational activities, legislative or legal requirements.",manual
7_travel,"Travel for national meetings, workshops and conferences attended primarily by transport canada participants",manual
7_travel,Travel for operational support,manual
9_human_capital,Travelling exhibits,classifier
10_office_management,"Trays, mail sorting",classifier
1_facilities_and_construction,"Tree felling machinery, specialized",classifier
1_facilities_and_construction,Tree grates and guards,classifier
1_facilities_and_construction,Tree planting services for land reclamation,classifier
1_facilities_and_construction,"Trees, runway",classifier
6_industrial_products_and_services,"Trenches, concrete, precast, prestressed",classifier
6_industrial_products_and_services,Trimmers/cutters (matte cutting) photographic - film and paper,classifier
6_industrial_products_and_services,"Trousers, slacks, shorts, work, excluding athletic or undershorts",classifier
5_transportation_and_logistics,Truck,manual
5_transportation_and_logistics,Truck and tractor attachments,manual
5_transportation_and_logistics,Truck and tractor attachments - rental,classifier
5_transportation_and_logistics,Truck and tractor attachments - repair,manual
5_transportation_and_logistics,"Truck and tractor attachments, n.e.s.",classifier
5_transportation_and_logistics,"Truck and truck tractor wheeled, gasoline powered, over 10,000 g",classifier
5_transportation_and_logistics,"Truck, (dump, stake, van) diesel powered, to 27,499 lbs. Gvwr",manual
5_transportation_and_logistics,"Truck, aircraft cargo loading/unloading, self-propelled",classifier
5_transportation_and_logistics,"Truck, aircraft servicing, catering",classifier
5_transportation_and_logistics,"Truck, dump, diesel, to 27,499 gvwr - rental",manual
5_transportation_and_logistics,"Truck, fire, crash",manual
5_transportation_and_logistics,"Truck, firefighting",manual
5_transportation_and_logistics,"Truck, firefighting - repair",classifier
5_transportation_and_logistics,"Truck, forklift",manual
5_transportation_and_logistics,"Truck, forklift - rental",manual
5_transportation_and_logistics,"Truck, forklift - repair and overhaul",manual
5_transportation_and_logistics,"Truck, forklift, diesel engine",classifier
5_transportation_and_logistics,"Truck, forklift, electric",manual
5_transportation_and_logistics,"Truck, forklift, electric, counter balance",classifier
5_transportation_and_logistics,"Truck, forklift, electric, narrow aisle - rental",manual
5_transportation_and_logistics,"Truck, forklift, electric, stockpicker",classifier
5_transportation_and_logistics,"Truck, forklift, gasoline engine",classifier
5_transportation_and_logistics,"Truck, forklift, parts",classifier
5_transportation_and_logistics,"Truck, forklift, variable reach rough terrain",classifier
5_transportation_and_logistics,"Truck, fuel service, diesel, 27,500 gvwr and up",classifier
5_transportation_and_logistics,"Truck, heavy, 30,000 to 60,000 lb gvwr - rental (under 90 days)",classifier
5_transportation_and_logistics,"Truck, light, cargo van, garageable, gmv spec t00 - rental (under 90 days)",classifier
5_transportation_and_logistics,"Truck, light, crew cab, 8100 lb gvwr, leasing - over 90 days",classifier
5_transportation_and_logistics,"Truck, light, crew cab, 8100 lb gvwr, rental - under 90 days",classifier
5_transportation_and_logistics,"Truck, light, passenger van, garageable, gmv spec m60",classifier
5_transportation_and_logistics,"Truck, light, passenger van, garageable, gmv spec m60 - rental (under 90 days)",classifier
5_transportation_and_logistics,"Truck, light, personnel carrier, 7,500 lb gvwr - rental (under 90 days)",classifier
5_transportation_and_logistics,"Truck, light, pick-up, compact, 4 x 4",classifier
5_transportation_and_logistics,"Truck, light, pick-up, min. 8000 lb gvwr, 4 x 4",classifier
5_transportation_and_logistics,"Truck, light, utility-line maintenance",classifier
5_transportation_and_logistics,"Truck, light, utility 4 x 4, rental - (under 90 days)",classifier
5_transportation_and_logistics,"Truck, light, utility, 4 x 4",classifier
5_transportation_and_logistics,"Truck, light, utility, 4 x 4, 100 lb pay load",classifier
5_transportation_and_logistics,"Truck, liquid waste disposal, diesel, 27,500 gvwr and up",classifier
5_transportation_and_logistics,"Truck, maintenance, diesel, 27,500 gvwr and up",manual
5_transportation_and_logistics,"Truck, pallet and platform, electric motor powered",classifier
5_transportation_and_logistics,"Truck, refrigeration, gasoline powered - rental",classifier
5_transportation_and_logistics,"Truck, sander (hopper body) gasoline powered",classifier
5_transportation_and_logistics,"Truck, scissors lift, self-propelled, electric",classifier
5_transportation_and_logistics,"Truck, special purpose customized body",classifier
5_transportation_and_logistics,"Truck, tanker, diesel, to 27,499 gvwr",classifier
5_transportation_and_logistics,"Truck, tractor, gasoline powered",classifier
5_transportation_and_logistics,"Truck, tractor, gasoline powered - rental",manual
5_transportation_and_logistics,"Truck, utility, 4 x 4, military configuration",classifier
5_transportation_and_logistics,Trucking,manual
5_transportation_and_logistics,"Trucks (dump, stake, van) diesel-powered, 27,500 lbs. Gvwr and up",classifier
5_transportation_and_logistics,"Trucks and truck tractors, wheeled",manual
5_transportation_and_logistics,"Trucks and truck tractors, wheeled - leasing",classifier
5_transportation_and_logistics,"Trucks and truck tractors, wheeled - production design",manual
5_transportation_and_logistics,"Trucks and truck tractors, wheeled - rental",manual
5_transportation_and_logistics,"Trucks and truck tractors, wheeled - repair",manual
5_transportation_and_logistics,"Trucks, hand, box, laundry",classifier
5_transportation_and_logistics,"Trucks, hand, platform, general purpose",classifier
5_transportation_and_logistics,"Trucks, lift, wheel, automotive",classifier
5_transportation_and_logistics,"Trucks, miscellaneous - leasing (over 90 days)",manual
5_transportation_and_logistics,"Trucks, miscellaneous - rental (under 90 days)",manual
5_transportation_and_logistics,"Trucks, oth vehicles for transp. of goods",manual
5_transportation_and_logistics,"Trucks, snow removal, equipment",classifier
1_facilities_and_construction,"Trusses, roof, wood",classifier
6_industrial_products_and_services,"Tube and flue cleaners, boiler",classifier
6_industrial_products_and_services,Tube packaged combat ration components,classifier
6_industrial_products_and_services,"Tube, aluminum alloy",classifier
6_industrial_products_and_services,"Tube, metallic and nonmetallic (except special purpose)",manual
6_industrial_products_and_services,"Tube, monel and nickel",classifier
6_industrial_products_and_services,"Tube, steel",classifier
9_human_capital,Tuition fees,manual
9_human_capital,Tuition fees & costs of attending courses/seminars,manual
9_human_capital,Tuition fees & csts of attending crs incl seminars not elsewhere spc,classifier
9_human_capital,Tuition fees & csts of attending crs incl seminars not elsewhere spc - flight training,classifier
9_human_capital,Tuition fees and costs of attending courses,manual
9_human_capital,Tuition fees and costs of attending courses includ,manual
9_human_capital,Tuition fees and costs of attending courses included,manual
9_human_capital,Tuition fees and costs of attending courses including courses not elsewhere specified - training and educational services,classifier
9_human_capital,Tuition fees and costs of attending courses including semina,manual
9_human_capital,Tuition fees and costs of attending courses including seminar,manual
9_human_capital,"Tuition fees and costs of attending courses including seminar, not elsewhere specified",manual
9_human_capital,Tuition fees and costs of attending courses including seminars,manual
9_human_capital,Tuition fees and costs of attending courses including seminars not elsewhere specified,manual
9_human_capital,Tuition fees and costs of attending courses including seminars not elsewhere specified - flight and simulator training,classifier
9_human_capital,Tuition fees and costs of attending courses including seminars not elsewhere specified - flight simulator training,classifier
9_human_capital,Tuition fees and costs of attending courses including seminars not elsewhere specified - flight training,classifier
9_human_capital,Tuition fees and costs of attending courses including seminars not elsewhere specified - french language training,classifier
9_human_capital,Tuition fees and costs of attending courses including seminars not elsewhere specified - professional training module for mss600 systems on the surveillance aircraft,classifier
9_human_capital,Tuition fees and costs of attending courses including seminars not elsewhere specified - retirement training,classifier
9_human_capital,Tuition fees and costs of attending courses including seminars not elsewhere specified - training for surveillance equipment,classifier
9_human_capital,Tuition fees and costs of attending courses including seminars not elsewhere specified -flight and simulator training,classifier
9_human_capital,Tuition fees and costs of attending courses including seminars not elsewhere specified (specify),manual
9_human_capital,"Tuition fees and costs of attending courses including seminars not elsewhere specified note 3,",classifier
9_human_capital,Tuition fees and costs of attending courses not elsewhere specified,manual
9_human_capital,"Tuition fees and costs of attending courses, including seminars not elsewhere specified",manual
9_human_capital,Tuition fees and costs of attending courses.,manual
9_human_capital,Tuition fees and costs of attending curses including seminars not elsewhere specified,manual
9_human_capital,Tuition fees and costs of courses/seminars,manual
9_human_capital,Tuition fees for courses where employees take training on their own time,manual
1_facilities_and_construction,Turbines (steam),classifier
